_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
2133,725292,CR-0000104773,0,0,0,0,24-167-0408,False,False,30.0,6/15/2024 12:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Head On,Related,Fixed Object,Not Applicable,Not Applicable,South Of,FENCE,False,True,99186,PARROTT ST,TENTH ST,37.30674722,-121.8528731
2134,694598,CR-0000098622,2,1,0,0,23-204-0577,False,False,0.0,7/23/2023 3:26:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,99186,PARROTT ST,TENTH ST,37.30674722,-121.8528731
2135,690826,CR-0000096965,0,0,0,0,23-018-0408,False,False,202.0,1/18/2023 12:36:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,70223,HANSON AV,STEVENS CREEK BL,37.32330529,-121.9521976
2136,691293,CR-0000097538,0,0,0,0,23-043-0546,False,True,51.0,2/12/2023 5:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,70223,HANSON AV,STEVENS CREEK BL,37.32330529,-121.9521976
2137,716055,CR-0000102012,1,1,0,0,23-310-0437,False,False,155.0,11/27/2023 12:18:00 PM,In Road - Includes Shoulder,Dry,No Unusual Conditions,Daylight,Pedestrian At Fault,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Non-Related,Pedestrian,South,North,West Of,PEDESTRIAN,False,False,70223,HANSON AV,STEVENS CREEK BL,37.32330529,-121.9521976
2138,722381,CR-0000103675,2,0,0,0,24-096-0214,False,False,0.0,4/5/2024 10:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,70223,HANSON AV,STEVENS CREEK BL,37.32330529,-121.9521976
2139,722558,CR-0000103931,0,0,0,1,24-263-0841,False,False,50.0,9/19/2024 8:06:00 PM,Crossing - Not In Crosswalk,Dry,No Unusual Conditions,Dark - Street Light,Unknown,No Controls Present/Factor,Clear,Vehicle/Pedestrian,Related,Pedestrian,North,South,West Of,PED,False,False,70223,HANSON AV,STEVENS CREEK BL,37.32330529,-121.9521976
2140,719617,CR-0000102775,0,0,0,0,23-078-4002,False,True,51.0,3/19/2023 10:45:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,14750,BAYLEAF CT,WHITETHORNE DR,37.3006108,-121.9332552
2141,723631,CR-0000104023,2,0,0,0,24-114-0678,False,False,74.0,4/23/2024 6:09:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,True,37840,CHERRY AV,SHAWN DR,37.25987305,-121.8849855
2142,689004,CR-0000094864,0,0,0,0,22-284-0092,False,False,30.0,10/11/2022 2:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,37840,CHERRY AV,SHAWN DR,37.25987305,-121.8849855
2143,689006,CR-0000094866,0,0,0,0,22-285-0173,False,False,50.0,10/12/2022 7:29:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,37840,CHERRY AV,SHAWN DR,37.25987305,-121.8849855
2144,688975,CR-0000094834,0,0,0,0,22-301-0902,False,False,133.0,10/28/2022 7:56:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,True,92630,MONTELEGRE DR,MONTORO DR,37.22662355,-121.893002
2145,689034,CR-0000094940,1,0,0,0,22-294-0268,True,False,282.0,10/21/2022 10:18:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,TREE,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2146,689794,CR-0000095820,1,0,0,0,22-211-0437,False,False,0.0,7/30/2022 12:19:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2147,689509,CR-0000095486,0,0,0,0,22-364-9712,False,False,0.0,12/27/2022 12:30:00 AM,No Pedestrians Involved,Wet,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Rain,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2148,681658,CR-0000091054,0,0,0,0,22-064-4002,False,True,0.0,3/4/2022 1:38:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2149,692405,CR-0000097688,1,0,0,0,23-080-0473,False,False,0.0,3/21/2023 2:35:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Rain,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2150,694117,CR-0000097897,1,0,0,0,23-099-0510,True,False,0.0,4/9/2023 3:58:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Head On,Intersection,Fixed Object,Not Applicable,Not Applicable,At,LIGHTPOLE,True,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2151,696228,CR-0000099373,0,0,0,0,23-111-4001,False,True,0.0,4/19/2023 2:10:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Rear End,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2152,723976,CR-0000104372,2,0,0,0,24-131-0661,False,False,408.0,5/10/2024 5:37:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2153,726884,CR-0000105425,0,0,0,0,24-196-9705,False,True,,7/14/2024 12:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,99692,SANTA TERESA BL,THORNWOOD DR,37.25283237,-121.8588706
2154,691093,CR-0000097266,0,0,0,0,23-058-0121,True,False,295.0,2/27/2023 1:26:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,LIGHT POLE,False,False,50016,DELLWOOD WY,KOOSER RD,37.24591924,-121.8876969
